OBJECTID,SITEREF,BOUNDNUM,OBJID,SITESORT,BOUNDREF,SITEALIAS,SITEADDRESS,SITEYRDESCRIPTION,SUITTYPE,SITEYRSUITCOMMENTS,AVLTYPE,SITEYRAVLBTYCOMMENTS,ACHTYPE,SITEYRACHCOMMENTS,SAPSTATUS,SAPREF,TOTALSHT,TOTALMED,TOTALLNG,TOTALIPP,TOTALOPP,SHLTOT,YR19_20,YR20_21,YR21_22,YR22_23,YR23_24,YR24_25,YR25_26,YR26_27,YR27_28,YR28_29,YR29_30,YR30_31,YR31_32,YR32_33,YR33_34,YR34_35,YR35_36,LCCOWN,SHLVERSIONREF,SHLAAYEAR,SHLAAYRVERSION,HMCAMAX,WARDMAX,Shape__Area,Shape__Length,SAPCAP
644,SHL01559,SHL015591,781,1281.2,SHL015591,1281B,"Bruntcliffe Road, Morley",,Suitable,Site proposed as housing allocation in SAP under HG1-371 as suitable for residential development. Location is consistent with the Settlement Hierarchy approach set out in the Core Strategy as part of Spatial Policy 1 and contributes to the planned distribution of housing land in Spatial Policy 7.,Medium (6-10yrs),Landowner confirmed available for development.,Medium (6-10yrs),Scheme assessed as achievable and able to commence in the short term. Landowner confirmed in October 2020 the options for disposal of the land and have appointed surveyors to advise us on the land value and prepare an offer for sale.,Identified housing,HG1-371,0,61,0,61,0,61,0,0,0,0,0,0,0,0,0,0,30,31,0,0,0,0,0,0,Allocated without planning permission,2024,1,Outer South West,Morley South,0,0,61
646,SHL01469,SHL014692,717,5159,SHL014692,5159,Land at Arthur Street Stanningley,"Brownfield site occupied by a number of different employment businesses, located within an area of mixed uses including a school to the east.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,xHG2-62,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,Beyond 2033,2024,1,Outer West,Bramley & Stanningley,0,0,65
647,SHL01556,SHL015561,779,1275.1,SHL015561,1275A,"Wide Lane (land north of), Morley",Greenfield site in agricultural land located to the north of Wide Lane. Residential properties lie to the west.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,Beyond 2033,2024,1,Outer South West,Morley South,0,0,90
648,SHL01325,SHL013251,645,4198,SHL013251,4198,"St Marys Congregational Church, Commercial Street, Morley, Leeds, LS27 8hy",Site advance to Morley Town Centre. Troy road to the North and West.,Suitable,Site previously obtained planning approval under 11/03697/FU.  Permission for previous scheme expired on 13/06/2015.  Site is suitable for a new scheme to be brought forward.,Medium (6-10yrs),Site previously obtained planning approval by Sandmile (Gibraltar) Ltd on 13/06/2012.  Site remains undeveloped and available.,Medium (6-10yrs),There are no identified impediments to the site being delivered in accordance with a new permission.,Identified housing,HG1-346,0,18,0,18,0,18,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,Allocated without planning permission,2024,1,Outer South West,Morley South,0,0,18
649,SHL00589,SHL005891,254,1212,SHL005891,1212,"Land At Pollard Lane, Bramley, LS13","Site slopes steeply downwards from the road frontage (east to west). The western section has a large amount of trees that border the site at the bottom of the slope. Sporadic trees are also in place throughout the site and the boundaries. Pylons run along  the souther border. A narrow road is in place along the northern boundary with some dwellings beyond. Playing pitches are located to the east of the site, and further dwellings to the south.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,Beyond 2033,2024,1,Outer West,Bramley & Stanningley,0,0,63
651,SHL01337,SHL013371,656,4210,SHL013371,4210,"Spring Lea Farm, Troydale Lane, Troydale, Pudsey","Agricultural use. Flat site with road frontage to south west. Set away from main urban area to the west. The site is adjacent to a small cluster of dwellings to the south and other farm buildings, one large farm building is on site. To the north and east the site is contained by trees.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,208,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,Beyond 2033,2024,1,Outer West,Pudsey,0,0,208
652,SHL00381,SHL003811,131,1001,SHL003811,1001,"Brandon Hall, Tarn Lane, Leeds, LS17 9jq",Remote farm site over 1km from existing settlement in the countryside to the north of Leeds.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,Beyond 2033,2024,1,Outer North East,Harewood,0,0,86
653,SHL01921,SHL019211,1008,5421,SHL019211,5421,Land at Main Street Adjacent St Oswalds Church Collingham LS22 5BD,"Site is located off Main Street, Collingham and is currently grassed over and used for animal grazing. Agricultural fields border the site to the east and west, with the River Wharf bordering the site to the north.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not adopted,n/a,0,0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,Beyond 2033,2024,1,Outer North East,Harewood,0,0,
654,SHL00580,SHL005801,248,1202,SHL005801,1202,"Land Off Victoria Avenue, Horsforth LS18",Collection of agricultural fields to the south west of Horsforth. Railway line to the south and housing to the north.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,xHG5-1,0,0,0,0,185,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,Beyond 2033,2024,1,North Leeds,Horsforth,0,0,185
655,SHL01482,SHL014821,727,5172,SHL014821,5172,Land at Moortown Golf Club/Primley Park Road Moortown,"Greenfield site off Primley Park Road, Moortown. The site lies within the grounds of Moortown Golf Club. The majority of the site backs onto greenfield (in the shape of Moortown golf course). However, there is housing to the south. The site itself is heavily wooded.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,Beyond 2033,2024,1,North Leeds,Alwoodley,0,0,38
656,SHL01602,SHL016021,815,3100.2,SHL016021,3100B,"Whitehouse Lane, Great Preston",Greenfield site in Great Preston. Connected to residential area to the south. Fields and countryside to the north.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,xBL1-37,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,Beyond 2033,2024,1,Outer South East,Garforth & Swillington,0,0,40
657,SHL01551,SHL015511,775,1225.3,SHL015511,1225C,"Pinfold Lane (land west of), Mickletown","Greenfield site adjacent to 1224. Allotments and housing to east, housing to north and fields to south and west.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,xBL1-36,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,Beyond 2033,2024,1,Outer South,Kippax & Methley,0,0,50
658,SHL01826,SHL018261,960,5341,SHL018261,5341,Land at Main Street Shadwell,,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,Beyond 2033,2024,1,Outer North East,Harewood,0,0,68
659,SHL01070,SHL010701,524,3333,SHL010701,3333,"Land Off Ling Lane, Scarcroft","The site lies to the south west between the junction of Ling Lane and Bay Horse Lane, to the west of Scarcroft. The site is an open grass field. The surrounding area is mostly agricultural, however there is housing to the north east and east of the site.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,Beyond 2033,2024,1,Outer North East,Harewood,0,0,65
660,SHL01643,SHL016431,845,1149.1,SHL016431,1149A,"Park Lane / Doctor's Lane (land off), Allerton Bywater","Large site that adjoins the northern border of Allerton Bywater, this used to be a railway line and is set on an embankment preventing access to the majority of the site. Site has an agriculture use with two sections of woodland in the central part, the south east section has a road frontage and is well linked to residential development.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Safeguarded land (PAS),HG3-20,0,0,0,0,950,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,9,Beyond 2033,2024,1,Outer South East,Kippax & Methley,0,0,950
662,SHL00913,SHL009131,442,3048,SHL009131,3048,"Land Behind 23-41 Kent Close, Pudsey, LS28 9EY",Greenfield site. Predominantly rough grassland with a residential property in the north west corner.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,Beyond 2033,2024,1,Outer West,Pudsey,0,0,62
665,SHL00313,SHL003131,121,718,SHL003131,718,"Cross Chancellor Street, Woodhouse, LS7",The site is comprised of former mill buildings adjacent to Meanwood Road. The surrounding area is a mixture of residential and commercial properties. Planning permission has been granted for 160 student flats.,Suitable,Site obtained detailed planning permission under 19/05952/FU and construction had started before 1st April 2022.,Short (=<5 yrs),Site has planning permission that remains live following the commencement of construction.,Short (=<5yrs),Site has planning permission and construction had started before 1st April 2022 and is able to re-commence.,Not adopted,n/a,19,0,0,19,0,19,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,Under construction,2024,1,Inner Area,Little London & Woodhouse,0,0,
666,SHL01274,SHL012741,617,4123,SHL012741,4123,"Land At A64 And A63 Junction, Killingbeck Bridge, Halton","Site is located at the junction of the A64 and the A63.  Land is located to the south of the A64 and to the east of the junction.  It comprises a former children's diner/play centre, car park and cleared land.",LDF to determine,Site adopted as a housing allocation in Site Allocations Plan under HG2-104 as suitable for residential development.  Location is consistent with the Settlement Hierarchy approach set out in the adopted Core Strategy (as amended 2019) as part of Spatial Policy 1 and contributes to the planned distribution of housing land in Spatial Policy 7.,Beyond 2033,"The site was allocated for housing in the Site Allocations Plan on 10 July 2019 as available for delivery in the plan period.  The Council takes a proactive approach to land availability and has contacted landowners, agents and developers to confirm the availability of sites as part of the annual assessment for all sites.",Beyond 2033,The site was allocated for housing in the Site Allocations Plan on 10 July 2019 as a deliverable site within the plan period.  Landowner states work required before planning application for delivery of site as a residential scheme with current interest from the market being for commercial uses. In December 2021 landowner set out that delivery for housing unlikely within the plan period based on current interest in the sie.,Housing allocation,HG2-104,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,5,Allocated without planning permission,2024,1,Inner Area,Killingbeck & Seacroft,0,0,32
672,SHL01800,SHL018001,942,5315,SHL018001,5315,"Land on Thorpe Lower Lane and Lingwell Gate Lane, Thorpe on the Hill",,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,204,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,Beyond 2033,2024,1,Outer South West,Ardsley & Robin Hood,0,0,204
674,SHL00648,SHL006481,282,1271,SHL006481,1271,"Land Off Rakehill Road, Scholes, LS15","Large greenfield site currently in agricultural use. The site can be split into 3 main parcels of land, two to the east and one to the west of Scholes. The east parcels lie adjacent to the existing UDP PAS site at Scholes and are split by Rakehill Road. The site to the west of Scholes adjoins existing residential properties to the east and a cluster of light industial/storage uses to the north.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,2528,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2528,0,0,0,Beyond 2033,2024,1,Outer North East,Harewood,0,0,2528
675,SHL01850,SHL018501,971,5359,SHL018501,5359,"Doncaster Monk Bridge, Globe Road",,Suitable,Site obtained planning permission on 08/09/2021 and has current approval under 19/03109/FU.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 19/03109/FU by Get Living Group (Leeds) Limited and available for scheme to be brought forward.,Short (=<5yrs),Site is deliverable in the short term. Benefits from detailed planning approval for 8 residential buildings within mix-use multi strorey development by Get Living Group (Leeds) Limited.,Identified mixed use,MX1-8,783,0,0,783,0,783,0,0,0,0,0,200,200,200,183,0,0,0,0,0,0,0,0,0,Site with detailed planning permission,2024,1,City Centre,Hunslet & Riverside,0,0,600
676,SHL01290,SHL012901,630,4163,SHL012901,4163,"Land Adjacent To Woodlands, Wetherby Road, Scarcroft","Site is to the east of Wetherby Road, Scarcroft. To the south of Woodlands.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,Beyond 2033,2024,1,Outer North East,Harewood,0,0,12
677,SHL01391,SHL013911,684,5004,SHL013911,5004,"Calverley Lane, Farsley","Green belt site with agricultural use. Road frontage to east, some tree lined boundaries. Set away from urban area.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,145,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,Beyond 2033,2024,1,Outer West,Calverley & Farsley,0,0,145
678,SHL01730,SHL017301,889,5251,SHL017301,5251,"LCC Depot, Henshaw Lane, Yeadon",,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,xHG2-230,0,0,0,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,100,Beyond 2033,2024,1,Aireborough,Guiseley & Rawdon,0,0,54
682,SHL00709,SHL007091,317,1332,SHL007091,1332,Penfields Adwalton Drighlington,Greenfield site in agricultural use with some industrial uses on the western edge of the site. Residential properties lie to the north and Bradford Road to the south.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,414,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,Beyond 2033,2024,1,Outer South West,Morley North,0,0,414
684,SHL00175,SHL001751,79,406,SHL001751,406,16-18 Manor Road LS11,Cleared former industrial site in the heart of Holbeck Urban Village,Suitable,Site obtained planning permission on 03/08/2020 and has current approval under 19/04828/FU.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 19/04828/FU by Citylife Developments and available for scheme to be brought forward.,Short (=<5yrs),Scheme assessed as achievable and able to commence in the short term.,Identified housing,HG1-463,150,19,0,169,0,169,0,0,0,0,0,30,30,30,30,30,19,0,0,0,0,0,0,0,Site with detailed planning permission,2024,1,City Centre,Beeston & Holbeck,0,0,57
686,SHL00816,SHL008161,385,2096,SHL008161,2096,"West Wood Road, Middleton, LS10",Part agricultural and vacant land between Dewsbury Road and the raiwayl line.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,34,Beyond 2033,2024,1,Outer South West,Ardsley & Robin Hood,0,0,103
687,SHL00972,SHL009721,486,3133,SHL009721,3133,"Land To East Of Woodacre Lane, Bardsey, LS17 9df","Greenfield site. The site slopes steeply down towards the east. Residential dwellings lie to the north of the site, with open fields to the south and west. To the east of the site lies a previous UDP housing allocation which has extant planning permission for residential development. Significant tree belts are situated on the west and south boundaries of the site.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,Beyond 2033,2024,1,Outer North East,Harewood,0,0,47
689,SHL01412,SHL014121,697,5104,SHL014121,5104,"18 Queen Square, Leeds, LS2",,Suitable,Site obtained detailed planning permission under 13/01681/FU and is under construction as at 1st April 2023.,Short (=<5 yrs),Site is under construction as at 1st April 2023.,Short (=<5yrs),Site is under construction as at 1st April 2023.,Identified housing,HG1-438,4,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Under construction,2024,1,City Centre,Little London & Woodhouse,0,0,7
692,SHL01475,SHL014751,721,5165,SHL014751,5165,Land at Moor Knoll Lane East Ardsley,Vacant land on the edge of East Ardsley bordered by agricultural land and residential uses.,LDF to determine,"Green Belt site released as part of the adoption of the Site Allocations Plan under HG2-233 on 10th July 2019.  Post adoption, Green Belt releases were the subject of a Legal Challenge submitted to the High Court on 20 August 2019. The case was heard at the High Court in February 2020 with Judgment being handed down on 8 June 2020. The High Court ordered relief.  The effect of this relief is that allocated sites that immediately before the adoption of the SAP were in the Green Belt including this site be remitted back to the Secretary of State and the Planning Inspectorate for further examination",Beyond 2033,Site was submitted to the SHLAA process and progressed as part of the Site Allocations Plan as available for development.,Beyond 2033,The delivery of the site is dependent upon the re-examination of the policy status of the location.  Any future delivery is dependent upon the requirement for Green Belt sites be released to meet up-to-date housing needs taking into account the current land supply picture as part of SHLAA assessments.,Remitted to Secretary of State,HG2-233,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,Beyond 2033,2024,1,Outer South West,Ardsley & Robin Hood,0,0,11
693,SHL01505,SHL015051,733,5195,SHL015051,5195,"8 Blenheim Terrace, Woodhouse Lane, Woodhouse, Leeds, LS2 9HZ",,Suitable,Site obtained detailed planning permission under 14/06573/FU and construction had started before 1st April 2022.,Short (=<5 yrs),Site has planning permission that remains live following the commencement of construction.,Short (=<5yrs),Site has planning permission and construction had started before 1st April 2022 and is able to re-commence.,Identified housing,HG1-420,2,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Under construction,2024,1,City Centre,Little London & Woodhouse,0,0,6
695,SHL00491,SHL004912,195,1113,SHL004912,1113,"Land At Silverdale Avenue, Guiseley",Underused allotments within residential area of Guiseley bordering the edge of the urban area.,Suitable,Site adopted as a housing allocation in Site Allocations Plan under HG2-6 as suitable for residential development.  Location is consistent with the Settlement Hierarchy approach set out in the adopted Core Strategy (as amended 2019) as part of Spatial Policy 1 and contributes to the planned distribution of housing land in Spatial Policy 7.,Medium (6-10yrs),"The site was allocated for housing in the Site Allocations Plan on 10 July 2019 as available for delivery in the plan period.  The Council takes a proactive approach to land availability and has contacted landowners, agents and developers to confirm the availability of sites as part of the annual assessment for all sites.",Medium (6-10yrs),The site was allocated for housing in the Site Allocations Plan on 10 July 2019 as a deliverable site within the plan period.,Housing allocation,HG2-6,0,32,0,32,0,32,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,Allocated without planning permission,2024,1,Aireborough,Guiseley & Rawdon,0,0,32
